college_name,branch,category,year,round,cutoff,college_type,city
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,ST,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,ST,2024,1,36.38,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,ST,2024,2,38.95,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,ST,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,VJ,2023,1,40.55,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,VJ,2023,2,39.38,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,VJ,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,VJ,2024,1,45.49,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,VJ,2024,2,39.06,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,VJ,2024,3,35.74,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,NT,2023,1,42.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,NT,2023,2,41.1,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,NT,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,NT,2024,1,38.44,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,NT,2024,2,37.59,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,NT,2024,3,41.31,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,OBC,2023,1,40.42,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,OBC,2023,2,42.36,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,OBC,2023,3,37.68,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,OBC,2024,1,39.72,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,OBC,2024,2,42.25,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,OBC,2024,3,39.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,EWS,2023,1,41.96,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,EWS,2023,2,40.18,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,EWS,2023,3,37.21,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,EWS,2024,1,43.74,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,EWS,2024,2,44.06,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,EWS,2024,3,38.69,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,TFWS,2023,1,46.15,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,TFWS,2023,2,44.31,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,TFWS,2023,3,41.27,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,TFWS,2024,1,44.13,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,TFWS,2024,2,46.49,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Industrial Electronics,TFWS,2024,3,40.29,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OPEN,2023,1,41.96,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OPEN,2023,2,40.03,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OPEN,2023,3,38.73,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OPEN,2024,1,44.59,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OPEN,2024,2,43.55,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OPEN,2024,3,39.34,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,SC,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,SC,2023,2,36.98,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,SC,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,SC,2024,1,37.37,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,SC,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,SC,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,ST,2023,1,38.66,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,ST,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,ST,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,ST,2024,1,35.93,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,ST,2024,2,35.65,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,ST,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,VJ,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,VJ,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,VJ,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,VJ,2024,1,36.63,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,VJ,2024,2,41.14,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,VJ,2024,3,38.73,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,NT,2023,1,39.83,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,NT,2023,2,36.38,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,NT,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,NT,2024,1,41.27,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,NT,2024,2,36.96,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,NT,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OBC,2023,1,43.04,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OBC,2023,2,38.01,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OBC,2023,3,37.82,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OBC,2024,1,43.58,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OBC,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,OBC,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,EWS,2023,1,40.54,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,EWS,2023,2,39.91,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,EWS,2023,3,38.69,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,EWS,2024,1,42.05,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,EWS,2024,2,42.66,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,EWS,2024,3,39.18,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,TFWS,2023,1,44.3,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,TFWS,2023,2,40.4,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,TFWS,2023,3,39.43,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,TFWS,2024,1,45.02,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,TFWS,2024,2,44.11,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Medical Electronics,TFWS,2024,3,37.33,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OPEN,2023,1,50.26,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OPEN,2023,2,43.12,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OPEN,2023,3,42.26,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OPEN,2024,1,51.54,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OPEN,2024,2,46.13,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OPEN,2024,3,45.34,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,SC,2023,1,39.68,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,SC,2023,2,40.65,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,SC,2023,3,37.47,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,SC,2024,1,42.72,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,SC,2024,2,42.83,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,SC,2024,3,39.33,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,ST,2023,1,41.54,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,ST,2023,2,40.74,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,ST,2023,3,38.92,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,ST,2024,1,39.87,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,ST,2024,2,41.15,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,ST,2024,3,38.46,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,VJ,2023,1,45.13,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,VJ,2023,2,37.8,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,VJ,2023,3,36.87,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,VJ,2024,1,43.38,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,VJ,2024,2,44.39,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,VJ,2024,3,38.83,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,NT,2023,1,42.42,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,NT,2023,2,39.01,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,NT,2023,3,39.82,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,NT,2024,1,45.13,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,NT,2024,2,40.5,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,NT,2024,3,37.31,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OBC,2023,1,45.51,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OBC,2023,2,42.79,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OBC,2023,3,38.24,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OBC,2024,1,46.68,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OBC,2024,2,44.3,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,OBC,2024,3,43.22,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,EWS,2023,1,48.11,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,EWS,2023,2,43.41,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,EWS,2023,3,40.25,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,EWS,2024,1,51.83,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,EWS,2024,2,44.39,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,EWS,2024,3,39.35,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,TFWS,2023,1,46.44,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,TFWS,2023,2,42.36,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,TFWS,2023,3,46.41,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,TFWS,2024,1,53.96,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,TFWS,2024,2,48.3,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Digital Electronics,TFWS,2024,3,42.08,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OPEN,2023,1,42.64,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OPEN,2023,2,39.15,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OPEN,2023,3,38.67,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OPEN,2024,1,42.62,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OPEN,2024,2,36.6,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OPEN,2024,3,38.62,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,SC,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,SC,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,SC,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,SC,2024,1,37.19,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,SC,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,SC,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,ST,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,ST,2023,2,35.73,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,ST,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,ST,2024,1,39.1,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,ST,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,ST,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,VJ,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,VJ,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,VJ,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,VJ,2024,1,36.76,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,VJ,2024,2,36.84,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,VJ,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,NT,2023,1,37.85,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,NT,2023,2,36.91,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,NT,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,NT,2024,1,36.71,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,NT,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,NT,2024,3,35.05,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OBC,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OBC,2023,2,35.61,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OBC,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OBC,2024,1,35.18,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OBC,2024,2,35.31,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,OBC,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,EWS,2023,1,40.23,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,EWS,2023,2,36.32,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,EWS,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,EWS,2024,1,37.79,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,EWS,2024,2,38.8,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,EWS,2024,3,36.75,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,TFWS,2023,1,40.59,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,TFWS,2023,2,38.82,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,TFWS,2023,3,39.41,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,TFWS,2024,1,43.47,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,TFWS,2024,2,36.54,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Plastic Engineering,TFWS,2024,3,39.07,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OPEN,2023,1,43.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OPEN,2023,2,36.58,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OPEN,2023,3,38.11,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OPEN,2024,1,47.45,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OPEN,2024,2,40.33,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OPEN,2024,3,36.82,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,SC,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,SC,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,SC,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,SC,2024,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,SC,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,SC,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,ST,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,ST,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,ST,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,ST,2024,1,36.3,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,ST,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,ST,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,VJ,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,VJ,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,VJ,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,VJ,2024,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,VJ,2024,2,35.65,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,VJ,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,NT,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,NT,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,NT,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,NT,2024,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,NT,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,NT,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OBC,2023,1,37.64,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OBC,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OBC,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OBC,2024,1,37.32,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OBC,2024,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,OBC,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,EWS,2023,1,35.76,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,EWS,2023,2,36.54,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,EWS,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,EWS,2024,1,38.91,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,EWS,2024,2,35.72,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,EWS,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,TFWS,2023,1,40.85,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,TFWS,2023,2,36.39,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,TFWS,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,TFWS,2024,1,37.93,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,TFWS,2024,2,39.93,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Printing Technology,TFWS,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,OPEN,2023,1,37.41,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,OPEN,2023,2,36.9,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,OPEN,2023,3,36.17,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,OPEN,2024,1,37.84,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,OPEN,2024,2,37.81,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,OPEN,2024,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,SC,2023,1,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,SC,2023,2,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,SC,2023,3,35.0,Private,Nagaon
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",Textile Manufacturing,SC,2024,1,35.02,Private,Nagaon
